client_id,portfolio_name,investment_goal,initial_investment,creation_date
3622,Retirement Portfolio,Retirement,1059191.94,2023-09-25
3622,Aggressive Growth,Retirement,2917791.31,2021-08-11
5188,Wealth Creation,Capital Appreciation,4801163.3,2026-03-14
5188,Education Fund,Capital Appreciation,287716.7,2020-08-09
5188,Retirement Portfolio,Income,3566093.06,2021-10-23
5188,Retirement Portfolio,Retirement,3999581.85,2021-02-26
6571,Aggressive Growth,Tax Saving,4048897.06,2025-08-04
6571,Dividend Income,Retirement,807867.85,2020-01-23
6571,Balanced Portfolio,Education,3586646.23,2022-05-05
5737,Global Equity,Tax Saving,325154.32,2025-01-11
5737,Education Fund,Income,4082095.36,2020-12-25
4618,Education Fund,Tax Saving,2411521.37,2024-06-25
3658,Aggressive Growth,Income,2146075.73,2022-02-09
3658,Global Equity,Retirement,1862866.03,2021-01-19
3658,Global Equity,Income,2678042.59,2020-05-04
3658,Tax Saving,Retirement,4976958.45,2025-02-08
5542,Long Term Growth,Income,3195037.95,2024-11-21
5542,Balanced Portfolio,Income,1786879.05,2021-12-19
5542,Balanced Portfolio,Income,573364.22,2025-02-07
6837,Balanced Portfolio,Tax Saving,3924231.52,2019-01-04
6837,Wealth Creation,Retirement,3395739.19,2024-09-06
6592,Emergency Fund,Capital Appreciation,1024571.05,2021-04-19
6592,Emergency Fund,Education,3836630.76,2025-07-20
6592,Education Fund,Income,4159064.52,2023-05-13
7561,Education Fund,Tax Saving,527602.35,2023-10-31
7821,Emergency Fund,Capital Appreciation,4396124.11,2024-01-12
7821,Long Term Growth,Education,3416912.41,2020-06-11
3782,Dividend Income,Capital Appreciation,751471.47,2020-04-27
3782,Education Fund,Tax Saving,4392493.53,2023-09-23
3782,Dividend Income,Wealth Creation,4453171.39,2023-03-17
5308,Emergency Fund,Capital Appreciation,1401097.23,2025-10-21
5308,Dividend Income,Retirement,4154541.13,2018-09-28
6330,Retirement Portfolio,Wealth Creation,2267776.45,2021-11-26
6330,Education Fund,Wealth Creation,1535325.81,2023-07-19
6011,Emergency Fund,Income,3649407.09,2018-09-07
6011,Long Term Growth,Retirement,2528542.17,2023-12-14
6011,Dividend Income,Tax Saving,4667563.35,2024-06-09
5630,Tax Saving,Income,3624873.55,2024-10-02
6585,Retirement Portfolio,Income,968987.48,2020-03-18
6585,Long Term Growth,Education,1982544.81,2025-01-11
5334,Wealth Creation,Wealth Creation,1221842.33,2023-10-17
5334,Global Equity,Wealth Creation,1130796.02,2019-10-09
5334,Retirement Portfolio,Tax Saving,224799.17,2021-11-14
5334,Tax Saving,Retirement,4640530.85,2025-03-02
5760,Long Term Growth,Capital Appreciation,2260262.4,2025-06-20
5760,Balanced Portfolio,Wealth Creation,629284.37,2022-12-29
5760,Aggressive Growth,Tax Saving,3478173.47,2021-05-29
5760,Long Term Growth,Wealth Creation,3839986.94,2023-02-02
4564,Retirement Portfolio,Education,4395943.2,2024-09-16
4564,Balanced Portfolio,Retirement,4948420.71,2026-03-18
4564,Retirement Portfolio,Tax Saving,1356279.97,2021-01-23
3652,Retirement Portfolio,Wealth Creation,2910259.29,2026-03-15
3652,Long Term Growth,Retirement,921531.74,2022-01-31
3652,Aggressive Growth,Education,3506069.23,2023-01-11
5549,Wealth Creation,Income,4348146.15,2024-05-25
5549,Wealth Creation,Tax Saving,184740.3,2022-11-22
5549,Aggressive Growth,Retirement,2293653.87,2020-10-13
5549,Long Term Growth,Capital Appreciation,525624.62,2021-10-20
4701,Global Equity,Education,4346632.3,2019-09-18
4701,Tax Saving,Tax Saving,3119455.55,2021-12-12
7412,Retirement Portfolio,Retirement,2936400.4,2024-05-09
7412,Emergency Fund,Tax Saving,1986368.76,2024-09-16
4569,Global Equity,Tax Saving,3480555.24,2022-01-01
6236,Tax Saving,Wealth Creation,3202758.04,2020-08-10
6236,Global Equity,Capital Appreciation,1435785.48,2023-08-13
6236,Wealth Creation,Retirement,873306.14,2023-03-29
3844,Balanced Portfolio,Income,969633.18,2022-10-06
3844,Balanced Portfolio,Tax Saving,255019.72,2023-04-29
5214,Global Equity,Retirement,1659140.42,2025-02-13
5214,Emergency Fund,Capital Appreciation,1094427.67,2020-07-12
5214,Education Fund,Retirement,3397142.22,2024-05-16
5214,Education Fund,Capital Appreciation,4022491.62,2025-04-03
3274,Retirement Portfolio,Income,1963735.9,2023-03-02
3274,Balanced Portfolio,Education,1163698.82,2019-03-05
3274,Long Term Growth,Retirement,1257134.87,2019-04-08
5328,Education Fund,Wealth Creation,821357.38,2018-10-07
5328,Retirement Portfolio,Tax Saving,1667641.45,2025-01-02
3805,Tax Saving,Education,3672568.8,2020-11-21
3805,Tax Saving,Tax Saving,4366377.09,2020-06-29
3805,Tax Saving,Wealth Creation,3515228.11,2021-05-29
3805,Tax Saving,Retirement,4332987.69,2018-09-27
4941,Global Equity,Retirement,4592123.17,2019-07-03
4941,Long Term Growth,Wealth Creation,1205862.53,2020-12-03
3214,Emergency Fund,Wealth Creation,1321881.75,2024-01-06
3214,Education Fund,Capital Appreciation,1404289.55,2024-09-29
3214,Wealth Creation,Tax Saving,368667.61,2026-02-07
4869,Aggressive Growth,Wealth Creation,226716.09,2025-10-15
4869,Aggressive Growth,Tax Saving,2434851.46,2024-08-04
4869,Dividend Income,Capital Appreciation,3407337.69,2021-02-01
7593,Aggressive Growth,Wealth Creation,480666.0,2021-07-25
6043,Balanced Portfolio,Wealth Creation,660040.2,2025-12-24
4200,Education Fund,Retirement,2983434.83,2018-08-13
4200,Tax Saving,Retirement,4795704.49,2023-09-09
4200,Dividend Income,Retirement,4681830.36,2024-12-26
4465,Long Term Growth,Capital Appreciation,3151757.09,2024-09-06
4465,Aggressive Growth,Tax Saving,1370600.63,2019-06-01
7617,Balanced Portfolio,Capital Appreciation,3453951.44,2025-04-17
4604,Retirement Portfolio,Tax Saving,4533729.27,2019-11-06
4604,Balanced Portfolio,Education,2941186.47,2022-02-19
7671,Long Term Growth,Wealth Creation,1016812.69,2024-08-01
7671,Emergency Fund,Capital Appreciation,504627.52,2022-03-21
3793,Emergency Fund,Retirement,1191972.59,2020-04-21
3793,Dividend Income,Wealth Creation,4628778.23,2018-07-30
3793,Balanced Portfolio,Tax Saving,1142182.11,2020-05-03
3793,Global Equity,Tax Saving,3720998.59,2018-11-12
4602,Emergency Fund,Education,1037273.48,2019-06-11
4602,Dividend Income,Capital Appreciation,812370.08,2019-09-21
5331,Emergency Fund,Tax Saving,2205615.42,2020-09-27
5331,Balanced Portfolio,Wealth Creation,3422857.66,2024-01-07
5287,Retirement Portfolio,Capital Appreciation,2695559.94,2024-10-03
5287,Balanced Portfolio,Retirement,4808896.86,2023-01-21
5287,Education Fund,Retirement,3377584.77,2019-06-14
7801,Aggressive Growth,Tax Saving,3604825.75,2023-01-27
7801,Wealth Creation,Income,1322655.42,2021-12-21
7801,Aggressive Growth,Education,3564733.93,2019-08-27
7801,Aggressive Growth,Education,2723050.2,2019-08-07
3845,Aggressive Growth,Income,2472610.61,2024-01-29
3845,Education Fund,Education,4374936.51,2023-03-14
3845,Wealth Creation,Wealth Creation,2842515.29,2026-02-08
6264,Wealth Creation,Tax Saving,3310601.88,2024-07-01
7604,Retirement Portfolio,Capital Appreciation,3352232.34,2021-08-19
6332,Global Equity,Retirement,4636702.43,2021-11-15
6332,Long Term Growth,Tax Saving,3522550.13,2018-10-24
6721,Education Fund,Wealth Creation,3408289.18,2018-08-25
6721,Emergency Fund,Income,4007147.42,2023-01-17
3169,Education Fund,Income,494509.1,2024-10-31
3169,Global Equity,Tax Saving,3856611.75,2026-06-06
3169,Emergency Fund,Income,62174.79,2019-04-05
6946,Tax Saving,Income,1660748.12,2020-04-30
6946,Long Term Growth,Tax Saving,3957736.72,2025-08-18
6946,Long Term Growth,Wealth Creation,1707140.91,2022-10-12
4057,Balanced Portfolio,Tax Saving,4476125.54,2020-06-08
4057,Tax Saving,Wealth Creation,1759137.06,2026-04-04
4057,Long Term Growth,Retirement,2836889.54,2021-07-23
3029,Tax Saving,Wealth Creation,2556170.55,2025-06-20
3029,Tax Saving,Income,4044266.36,2021-05-05
3029,Balanced Portfolio,Education,1878273.94,2025-08-03
3029,Aggressive Growth,Capital Appreciation,2085261.03,2025-09-24
4510,Retirement Portfolio,Wealth Creation,2493234.87,2024-07-03
4510,Balanced Portfolio,Capital Appreciation,3323428.15,2023-08-09
3574,Wealth Creation,Wealth Creation,1386597.7,2022-09-19
3574,Global Equity,Education,2214441.65,2020-11-17
3574,Education Fund,Retirement,1856826.36,2018-07-18
2984,Education Fund,Education,4525882.11,2023-03-18
2984,Education Fund,Income,2354216.34,2020-03-09
2984,Balanced Portfolio,Education,2207879.8,2022-04-06
2984,Aggressive Growth,Tax Saving,294673.38,2023-01-27
3777,Education Fund,Education,3502032.89,2018-09-10
3777,Global Equity,Income,946167.75,2023-04-20
5934,Balanced Portfolio,Tax Saving,3886992.24,2021-06-01
5934,Education Fund,Income,499647.59,2025-10-11
4254,Emergency Fund,Capital Appreciation,200324.33,2024-02-23
3663,Balanced Portfolio,Capital Appreciation,1598876.9,2018-12-17
3663,Dividend Income,Retirement,75126.54,2021-02-12
4130,Emergency Fund,Wealth Creation,2946763.67,2023-05-14
4130,Balanced Portfolio,Tax Saving,692106.86,2019-07-17
3192,Long Term Growth,Wealth Creation,2131343.25,2019-02-01
3192,Retirement Portfolio,Capital Appreciation,3023968.18,2024-12-30
3192,Wealth Creation,Capital Appreciation,4263118.03,2025-11-01
4715,Balanced Portfolio,Retirement,3407034.55,2021-04-12
4715,Retirement Portfolio,Wealth Creation,4784731.58,2024-07-24
4715,Retirement Portfolio,Capital Appreciation,2776097.84,2019-10-02
4715,Wealth Creation,Wealth Creation,3334178.85,2026-06-12
5311,Aggressive Growth,Wealth Creation,1078736.02,2025-06-03
5311,Wealth Creation,Education,532063.1,2021-12-22
5311,Tax Saving,Wealth Creation,3573430.96,2021-01-10
5311,Long Term Growth,Education,3971800.73,2020-08-10
6463,Long Term Growth,Capital Appreciation,4596984.6,2020-05-29
6463,Wealth Creation,Retirement,74245.01,2026-05-27
6463,Retirement Portfolio,Capital Appreciation,4006995.86,2018-10-05
6463,Dividend Income,Wealth Creation,1755607.21,2023-06-10
5684,Dividend Income,Education,1938754.56,2025-09-27
5684,Education Fund,Capital Appreciation,1748834.03,2021-05-13
2907,Dividend Income,Tax Saving,974676.56,2026-05-31
2907,Emergency Fund,Capital Appreciation,349530.39,2022-05-31
2907,Wealth Creation,Capital Appreciation,1834721.27,2026-02-01
2907,Balanced Portfolio,Tax Saving,4164864.09,2024-12-01
6298,Global Equity,Capital Appreciation,2860514.63,2021-03-13
6298,Global Equity,Education,2864323.77,2023-01-18
6298,Long Term Growth,Wealth Creation,730226.64,2025-08-15
6298,Retirement Portfolio,Wealth Creation,2688999.17,2024-02-16
4491,Dividend Income,Retirement,3128958.95,2022-02-06
2942,Emergency Fund,Tax Saving,3012860.66,2020-12-18
2942,Global Equity,Income,2876940.49,2021-11-07
2942,Emergency Fund,Tax Saving,4146355.27,2025-01-12
3639,Education Fund,Capital Appreciation,4390738.1,2021-09-22
3639,Wealth Creation,Tax Saving,83630.2,2022-03-30
3639,Emergency Fund,Wealth Creation,4282091.51,2023-04-18
5590,Long Term Growth,Income,4038530.89,2018-09-24
6817,Long Term Growth,Income,1006703.38,2020-05-09
6817,Balanced Portfolio,Income,4657671.55,2022-03-13
7637,Education Fund,Wealth Creation,1334481.0,2026-05-08
7637,Aggressive Growth,Income,944258.31,2026-06-21
7637,Wealth Creation,Income,271722.66,2025-09-12
5938,Balanced Portfolio,Retirement,1756683.86,2022-12-08
5938,Dividend Income,Capital Appreciation,1062238.08,2025-05-30
5938,Emergency Fund,Tax Saving,4577575.2,2023-01-26
5938,Education Fund,Tax Saving,3902793.23,2022-10-23
5823,Balanced Portfolio,Wealth Creation,1481653.89,2024-10-25
4047,Retirement Portfolio,Income,813135.6,2020-05-27
4047,Emergency Fund,Tax Saving,1554166.31,2022-11-23
3454,Long Term Growth,Income,2883392.19,2025-01-29
3454,Emergency Fund,Income,3762403.14,2022-04-08
3454,Long Term Growth,Wealth Creation,1643174.87,2019-11-19
3454,Retirement Portfolio,Education,4850016.5,2024-02-21
5865,Aggressive Growth,Tax Saving,407265.13,2018-09-01
5865,Aggressive Growth,Retirement,347967.99,2021-01-22
5865,Balanced Portfolio,Income,1668388.61,2023-03-26
7294,Wealth Creation,Education,928826.27,2021-04-27
7294,Emergency Fund,Capital Appreciation,3908133.93,2021-10-02
7294,Tax Saving,Capital Appreciation,156283.24,2025-02-12
7294,Retirement Portfolio,Wealth Creation,2903269.27,2023-06-19
6157,Balanced Portfolio,Retirement,3673976.67,2024-01-03
7349,Balanced Portfolio,Tax Saving,2651425.01,2018-08-17
7349,Dividend Income,Wealth Creation,3691790.29,2019-01-14
6184,Tax Saving,Education,3272973.22,2021-11-23
5090,Dividend Income,Wealth Creation,4296118.53,2021-12-30
5090,Education Fund,Tax Saving,151164.39,2024-09-02
5090,Tax Saving,Wealth Creation,1310488.09,2021-03-10
5090,Education Fund,Capital Appreciation,4158485.23,2020-08-22
5183,Dividend Income,Retirement,831384.63,2023-07-28
6956,Retirement Portfolio,Income,4523293.7,2018-10-28
6956,Aggressive Growth,Income,2113609.42,2023-05-25
6956,Aggressive Growth,Capital Appreciation,1544120.16,2019-05-21
6956,Dividend Income,Income,1920031.06,2021-06-08
3506,Balanced Portfolio,Wealth Creation,976466.6,2021-09-09
3506,Dividend Income,Retirement,850523.48,2021-06-26
3305,Global Equity,Capital Appreciation,4934239.44,2024-06-29
3305,Wealth Creation,Income,3802156.0,2022-07-08
3305,Aggressive Growth,Retirement,4553201.24,2019-06-01
7192,Retirement Portfolio,Income,214207.13,2023-05-23
7192,Wealth Creation,Wealth Creation,474762.9,2024-09-12
3276,Education Fund,Capital Appreciation,4879958.44,2026-02-27
3276,Wealth Creation,Wealth Creation,128147.57,2022-08-18
5968,Global Equity,Tax Saving,1774002.63,2021-06-26
5968,Emergency Fund,Capital Appreciation,2093253.77,2022-05-18
5968,Retirement Portfolio,Income,2649810.87,2021-11-27
5968,Dividend Income,Income,3372619.03,2025-10-18
5043,Aggressive Growth,Education,138370.28,2024-12-27
5043,Long Term Growth,Retirement,4757168.89,2025-11-30
5043,Dividend Income,Income,559241.63,2023-12-03
5043,Aggressive Growth,Income,403032.06,2020-12-10
3509,Global Equity,Wealth Creation,313684.04,2024-02-21
3509,Emergency Fund,Education,4962517.94,2021-10-22
4996,Long Term Growth,Tax Saving,1888196.92,2023-11-16
4996,Tax Saving,Income,2273652.96,2023-10-04
7753,Education Fund,Capital Appreciation,88952.22,2026-02-20
7753,Dividend Income,Income,2815967.72,2024-05-29
7753,Emergency Fund,Retirement,4324868.76,2025-10-15
7753,Retirement Portfolio,Income,2769098.68,2022-09-26
7422,Education Fund,Wealth Creation,158210.96,2023-12-04
7422,Tax Saving,Wealth Creation,2173802.19,2019-03-27
7422,Education Fund,Retirement,1064050.31,2019-09-11
7422,Tax Saving,Capital Appreciation,1303795.08,2022-03-24
3052,Wealth Creation,Retirement,1889453.02,2022-06-14
3052,Retirement Portfolio,Retirement,3481608.39,2023-10-06
3052,Retirement Portfolio,Tax Saving,1453854.58,2019-03-17
3914,Tax Saving,Income,1398432.28,2019-12-01
7742,Dividend Income,Retirement,2460699.37,2025-08-24
7742,Long Term Growth,Capital Appreciation,1984889.18,2025-05-21
7772,Dividend Income,Income,1149557.68,2024-07-24
7772,Dividend Income,Retirement,4826237.46,2023-07-21
7772,Balanced Portfolio,Retirement,4178976.17,2019-09-01
7772,Emergency Fund,Income,3761961.84,2025-07-08
6728,Dividend Income,Education,3858654.77,2022-09-10
6728,Global Equity,Income,1210580.94,2022-08-19
5653,Retirement Portfolio,Education,3361868.75,2025-10-13
5653,Tax Saving,Education,4476547.01,2023-12-06
3023,Global Equity,Income,1775134.17,2022-02-10
6166,Wealth Creation,Income,4935645.93,2020-01-09
6166,Dividend Income,Capital Appreciation,2497373.57,2023-11-26
7712,Education Fund,Income,1905928.25,2023-08-14
7712,Global Equity,Education,4867018.76,2021-11-23
5609,Long Term Growth,Education,4264788.77,2022-12-19
5609,Tax Saving,Wealth Creation,4609969.79,2019-07-17
5609,Retirement Portfolio,Education,4058088.36,2024-11-27
5609,Wealth Creation,Capital Appreciation,2028179.1,2018-11-01
7825,Dividend Income,Income,3813330.06,2022-05-15
7825,Wealth Creation,Capital Appreciation,2424397.85,2022-07-16
7825,Emergency Fund,Education,4921279.28,2020-04-03
7825,Aggressive Growth,Income,2823894.56,2026-03-29
4223,Education Fund,Education,4022245.6,2026-03-27
4223,Long Term Growth,Education,2166485.1,2024-09-26
4223,Dividend Income,Wealth Creation,626387.5,2021-09-04
4384,Education Fund,Education,1040026.81,2026-07-05
3429,Long Term Growth,Education,1049257.37,2021-09-17
3429,Tax Saving,Capital Appreciation,3708661.77,2022-06-25
3514,Education Fund,Tax Saving,497230.31,2023-05-03
3514,Dividend Income,Education,1686645.93,2023-06-02
3514,Dividend Income,Wealth Creation,1733525.75,2021-09-08
3514,Long Term Growth,Tax Saving,4812709.43,2025-09-02
5449,Tax Saving,Tax Saving,1688655.98,2018-12-12
5449,Emergency Fund,Education,2809437.22,2025-05-13
5766,Tax Saving,Wealth Creation,2843797.14,2024-06-28
5766,Education Fund,Education,1697464.94,2026-01-26
5766,Emergency Fund,Education,2609699.05,2021-12-29
7695,Tax Saving,Education,2181940.65,2019-06-04
7695,Emergency Fund,Income,2418578.17,2019-10-04
7695,Global Equity,Wealth Creation,363638.34,2022-07-21
7695,Tax Saving,Wealth Creation,4820832.28,2020-07-21
4293,Retirement Portfolio,Wealth Creation,1216702.35,2021-03-10
4293,Emergency Fund,Retirement,1853932.75,2025-09-14
3483,Global Equity,Tax Saving,3594059.87,2020-04-28
3483,Long Term Growth,Capital Appreciation,3201920.97,2023-06-19
3483,Emergency Fund,Wealth Creation,65309.97,2018-09-30
3483,Dividend Income,Income,2214938.93,2023-09-13
5730,Balanced Portfolio,Capital Appreciation,2711216.88,2025-01-25
3015,Dividend Income,Wealth Creation,1841726.48,2019-09-16
2892,Dividend Income,Education,1193759.45,2022-09-12
2892,Dividend Income,Retirement,4171571.25,2023-12-21
2892,Emergency Fund,Capital Appreciation,1778273.59,2022-04-05
2892,Global Equity,Retirement,3767707.34,2023-01-26
7847,Wealth Creation,Education,3224564.55,2018-09-27
7847,Aggressive Growth,Capital Appreciation,2110678.16,2026-03-20
7847,Education Fund,Wealth Creation,3170076.47,2025-11-21
7847,Retirement Portfolio,Capital Appreciation,771252.57,2020-11-17
6404,Long Term Growth,Wealth Creation,118542.32,2026-07-05
6404,Education Fund,Income,4939057.65,2026-02-12
6404,Tax Saving,Education,3350242.73,2020-04-30
6404,Balanced Portfolio,Capital Appreciation,4955547.46,2024-11-21
4355,Tax Saving,Wealth Creation,4541382.92,2026-02-28
6280,Emergency Fund,Tax Saving,1000103.43,2022-05-09
6280,Wealth Creation,Education,283799.57,2022-05-02
6280,Retirement Portfolio,Capital Appreciation,622738.14,2025-10-31
4299,Long Term Growth,Tax Saving,3012525.31,2021-05-14
4299,Tax Saving,Education,2305451.14,2022-02-25
4299,Aggressive Growth,Income,3429608.84,2024-01-06
4299,Dividend Income,Wealth Creation,4951813.89,2021-11-16
4075,Retirement Portfolio,Retirement,485819.39,2025-03-02
4075,Global Equity,Retirement,1533690.29,2025-07-04
3259,Long Term Growth,Income,761719.19,2020-05-05
3259,Retirement Portfolio,Tax Saving,2022978.68,2019-05-01
3259,Dividend Income,Capital Appreciation,465941.9,2018-08-03
3259,Aggressive Growth,Wealth Creation,126147.68,2020-03-05
4463,Wealth Creation,Wealth Creation,1755924.25,2020-02-18
4463,Dividend Income,Retirement,2703235.42,2019-09-10
7003,Wealth Creation,Wealth Creation,4089827.89,2023-01-21
7003,Wealth Creation,Income,4164925.29,2023-07-19
7003,Global Equity,Retirement,2722178.22,2021-12-22
7003,Education Fund,Income,1662413.57,2020-01-28
3957,Retirement Portfolio,Wealth Creation,4721658.52,2022-11-03
3957,Aggressive Growth,Retirement,328061.41,2023-07-03
5798,Aggressive Growth,Education,3179395.97,2024-11-15
5798,Global Equity,Retirement,3695924.97,2022-07-09
5798,Education Fund,Tax Saving,328572.8,2024-04-09
6337,Dividend Income,Income,4253116.77,2022-06-21
3134,Tax Saving,Tax Saving,3807888.03,2021-01-16
3134,Retirement Portfolio,Capital Appreciation,4561373.93,2021-03-26
3134,Aggressive Growth,Capital Appreciation,1385953.69,2018-09-15
3134,Global Equity,Capital Appreciation,3733808.48,2026-03-18
4914,Long Term Growth,Tax Saving,902547.25,2025-02-03
4914,Global Equity,Wealth Creation,4547601.32,2022-01-22
4914,Wealth Creation,Tax Saving,595072.09,2023-12-10
2878,Retirement Portfolio,Income,1793273.04,2025-11-04
2878,Long Term Growth,Retirement,471052.82,2018-10-03
2878,Aggressive Growth,Tax Saving,3036367.54,2023-01-23
2878,Wealth Creation,Tax Saving,2030790.58,2019-04-27
4661,Global Equity,Wealth Creation,4816520.28,2022-02-23
4661,Education Fund,Education,1438750.43,2020-04-02
4661,Long Term Growth,Education,4728138.34,2021-02-09
4661,Global Equity,Income,2603934.93,2019-03-23
7325,Dividend Income,Wealth Creation,4837061.67,2021-04-17
7325,Long Term Growth,Wealth Creation,872121.76,2018-08-20
7325,Aggressive Growth,Education,3138881.56,2023-03-22
7325,Retirement Portfolio,Income,1250841.46,2019-08-20
6480,Retirement Portfolio,Tax Saving,4824384.02,2022-06-06
6480,Dividend Income,Wealth Creation,1760926.91,2025-09-23
5278,Dividend Income,Wealth Creation,1577362.18,2019-10-05
5278,Emergency Fund,Income,4867853.65,2021-11-19
5278,Wealth Creation,Wealth Creation,1147371.46,2018-07-31
5278,Global Equity,Retirement,2544390.19,2026-01-09
3553,Aggressive Growth,Tax Saving,4864510.58,2024-06-07
3553,Global Equity,Education,4016521.52,2020-09-20
3553,Retirement Portfolio,Income,4268472.89,2021-12-08
3553,Retirement Portfolio,Income,2130812.64,2026-07-03
5935,Tax Saving,Tax Saving,3478637.71,2022-12-26
5935,Retirement Portfolio,Capital Appreciation,1674920.8,2021-09-29
5935,Dividend Income,Education,378450.74,2026-01-13
5935,Aggressive Growth,Wealth Creation,3879101.57,2019-09-13
4033,Education Fund,Wealth Creation,3401093.25,2026-02-01
5713,Wealth Creation,Tax Saving,250051.58,2022-10-24
5713,Tax Saving,Education,670399.46,2023-09-29
5483,Long Term Growth,Tax Saving,4750789.71,2019-04-29
5483,Education Fund,Tax Saving,2009807.89,2018-07-21
5483,Aggressive Growth,Education,2848962.39,2024-01-27
7232,Emergency Fund,Capital Appreciation,4566400.84,2019-06-24
7232,Dividend Income,Tax Saving,4806691.38,2024-02-02
7232,Aggressive Growth,Tax Saving,1389747.33,2023-01-06
7232,Aggressive Growth,Retirement,4818041.44,2021-09-17
3426,Aggressive Growth,Retirement,4994468.94,2025-05-25
7080,Global Equity,Retirement,4676288.46,2019-03-31
7080,Aggressive Growth,Retirement,4661764.36,2019-03-21
7017,Aggressive Growth,Tax Saving,2088335.25,2020-10-28
7017,Education Fund,Capital Appreciation,1133122.03,2023-03-13
7017,Retirement Portfolio,Education,1964064.28,2025-04-09
6070,Long Term Growth,Education,3341136.97,2018-12-28
6070,Wealth Creation,Education,4024583.35,2019-09-28
6070,Long Term Growth,Education,4859848.03,2020-01-23
7165,Aggressive Growth,Tax Saving,4535079.32,2020-06-09
7165,Emergency Fund,Tax Saving,4976937.85,2018-08-29
7165,Wealth Creation,Wealth Creation,2143106.38,2023-10-11
7165,Global Equity,Education,2025749.05,2018-11-01
6474,Aggressive Growth,Income,3733256.79,2023-07-08
6474,Emergency Fund,Tax Saving,3607192.19,2026-01-30
6474,Long Term Growth,Capital Appreciation,3991147.62,2025-05-28
6474,Wealth Creation,Capital Appreciation,4540089.38,2022-02-17
6751,Balanced Portfolio,Education,375796.69,2020-03-06
6751,Long Term Growth,Retirement,4790908.2,2026-02-01
6751,Education Fund,Wealth Creation,2402897.87,2022-04-12
4048,Tax Saving,Capital Appreciation,4658569.32,2019-04-24
4048,Balanced Portfolio,Tax Saving,4640439.79,2024-04-18
4048,Retirement Portfolio,Income,1611220.85,2021-04-15
6599,Education Fund,Income,1038715.76,2023-08-19
6599,Aggressive Growth,Retirement,4776531.69,2025-02-02
5820,Balanced Portfolio,Tax Saving,3306686.62,2022-07-29
5820,Global Equity,Retirement,3931854.08,2025-02-12
5820,Retirement Portfolio,Capital Appreciation,4467438.03,2018-12-13
5820,Retirement Portfolio,Tax Saving,377622.79,2022-10-27
4340,Retirement Portfolio,Education,3703491.71,2023-12-29
4340,Aggressive Growth,Education,651779.28,2018-09-01
4340,Emergency Fund,Wealth Creation,4081208.28,2021-06-18
7629,Long Term Growth,Income,503598.68,2024-03-05
7629,Emergency Fund,Education,3255717.02,2019-07-30
7629,Retirement Portfolio,Retirement,2231237.1,2021-08-18
7629,Tax Saving,Income,1944751.18,2020-07-16
3100,Retirement Portfolio,Retirement,1201400.37,2021-04-21
3355,Long Term Growth,Retirement,1538488.32,2025-07-07
3355,Dividend Income,Wealth Creation,4949421.37,2020-11-15
6688,Education Fund,Wealth Creation,3401796.76,2020-12-06
6688,Aggressive Growth,Tax Saving,329636.26,2025-10-24
6688,Emergency Fund,Education,4501853.75,2023-02-27
2992,Aggressive Growth,Education,1904629.28,2024-09-04
4575,Retirement Portfolio,Wealth Creation,3987996.86,2021-08-12
4575,Education Fund,Retirement,1952026.12,2021-10-28
4575,Retirement Portfolio,Wealth Creation,4792101.99,2022-04-20
3127,Long Term Growth,Capital Appreciation,3490692.97,2020-07-25
3127,Long Term Growth,Capital Appreciation,3769258.29,2026-01-31
3127,Emergency Fund,Tax Saving,3515211.53,2024-08-23
4208,Emergency Fund,Wealth Creation,2746009.09,2021-03-22
4208,Global Equity,Wealth Creation,2693554.94,2025-07-04
4208,Education Fund,Education,2060029.48,2022-11-27
4208,Dividend Income,Retirement,1863944.81,2020-11-02
4055,Balanced Portfolio,Wealth Creation,2414046.99,2019-12-23
4055,Balanced Portfolio,Wealth Creation,835121.42,2023-06-30
2920,Wealth Creation,Retirement,4981961.54,2020-01-28
4178,Long Term Growth,Education,4570771.6,2025-05-12
4178,Emergency Fund,Capital Appreciation,2133047.34,2023-07-15
6764,Long Term Growth,Income,411253.86,2022-02-24
6764,Aggressive Growth,Income,1673438.55,2020-01-29
6764,Dividend Income,Retirement,297451.04,2021-11-13
5757,Tax Saving,Tax Saving,348312.1,2019-02-09
5757,Education Fund,Income,2144214.18,2025-12-14
5757,Aggressive Growth,Retirement,2359380.67,2022-06-12
5757,Tax Saving,Capital Appreciation,1858873.76,2026-02-03
4902,Balanced Portfolio,Retirement,3113083.41,2023-04-14
6570,Long Term Growth,Tax Saving,1343911.5,2019-07-28
4899,Tax Saving,Capital Appreciation,4843841.9,2026-06-03
7446,Balanced Portfolio,Wealth Creation,1773908.83,2021-07-17
7241,Wealth Creation,Wealth Creation,2317505.73,2019-03-24
7241,Tax Saving,Education,4062139.14,2024-03-28
7241,Dividend Income,Capital Appreciation,1129132.06,2022-03-17
7292,Balanced Portfolio,Capital Appreciation,856501.75,2022-12-16
7292,Retirement Portfolio,Wealth Creation,3633508.12,2019-08-27
7292,Dividend Income,Retirement,1163034.24,2022-06-02
7292,Dividend Income,Capital Appreciation,4154846.63,2020-09-05
7747,Balanced Portfolio,Capital Appreciation,1484796.92,2023-09-21
7747,Education Fund,Retirement,3200694.71,2020-10-27
7747,Aggressive Growth,Capital Appreciation,2638219.64,2023-09-21
7391,Tax Saving,Tax Saving,3445891.49,2019-06-06
7391,Retirement Portfolio,Capital Appreciation,1105434.87,2023-12-09
